"video_title","channel_id","published_at","description","vertical","ranking"
Jeu a faire en couple 😂,UC05MAvDqxBey5YuagowePCw,2022-10-17 19:30:11.000,"",Entertainment,2
J’ai dit une dinguerie la ? 😂,UC05MAvDqxBey5YuagowePCw,2022-10-15 13:57:01.000,"",Entertainment,3
Benjiz - À tes côtés feat Mitty,UC05MAvDqxBey5YuagowePCw,2022-09-02 10:59:58.000,"Chaque anneé = Nouveau son de l'été, c'est dèja le 4ème sur cette chaine !

Celui-ci est assez spécial,  il a été tourné lors de nos 4 ans, et pour l'occasion, j'ai reservé une surprise a Mitty.


Spotify : https://open.spotify.com/album/2jze0RZvgklTZKLZeps7i8?si=2947613667df421b
Apple music : https://music.apple.com/fr/album/%C3%A0-tes-c%C3%B4t%C3%A9s-feat-mitty-single/1640398232

★ SUIS MOI SUR LES RESEAUX :
Instagram → BenjizFolies
Twitter →      http://goo.gl/sAa0LP
Snapchat →  BenjizFolies

Contact pro : benjizfolies@gmail.com",Entertainment,4
J’offre un cadeau à celles qui trouvent !,UC05MAvDqxBey5YuagowePCw,2022-06-28 12:47:14.000,"",Entertainment,5
Benjiz - Quand je voulais,UC05MAvDqxBey5YuagowePCw,2022-04-22 14:00:08.000,"Tout juste masterisé (diplomé), je vous lache un petit delire tourné avec mon gars a Tenerife.
Je suis plus trop dans le son ces derniers mois/années par manque de temps mais j'aime toujours autant.

Spotify : https://open.spotify.com/album/2qSiH5WVScpQBHk1DaUNbl

★ SUIS MOI SUR LES RESEAUX :
Instagram → BenjizFolies
Twitter →      http://goo.gl/sAa0LP
Snapchat →  BenjizFolies

Contact pro : benjizfolies@gmail.com",Entertainment,6
Benjiz - Avec moi feat Mitty,UC05MAvDqxBey5YuagowePCw,2021-07-23 14:00:44.000,"La miff, comme chaque année je sors un son de l'été avec Mitty en esperant que vous validerez celui ci !

Spotify → https://open.spotify.com/album/1005oZr7rumCjjHakX8BQo?si=Vlil1qKYRFOBGvqg6blorQ&dl_branch=1

Loop de guitare par Sébastien commun

★ SUIS MOI SUR LES RESEAUX :
Instagram → BenjizFolies
Twitter →      http://goo.gl/sAa0LP
Snapchat →  BenjizFolies

Contact pro : benjizfolies@gmail.com",Entertainment,7
Le jeu des couleurs avec Mitty 😂,UC05MAvDqxBey5YuagowePCw,2021-02-24 12:07:45.000,"Bon les gars, comment vous allez ? On recommence youtube ensemble ?

Totalement avec @Le monde de Mitty pour le jeu des couleurs ! 

★ SUIS MOI SUR LES RESEAUX :
Instagram → BenjizFolies
Twitter →      http://goo.gl/sAa0LP
Snapchat →  BenjizFolies

Contact pro : benjizfolies@gmail.com

☛Nous sommes 77 700 aujourd'hui!",Entertainment,8
on arrive pas à rester sérieux.. (ft Mitty),UC05MAvDqxBey5YuagowePCw,2020-10-10 16:23:25.000,"Hey, de retour pour 3 jeux en une vidéo avec Mitty!
Celui qui gagne se fait offrir une surprise pour son décor ! 

La chaine de Mitty : https://youtu.be/GZzGVHjYJXg

★ SUIS MOI SUR LES RESEAUX :
Instagram → BenjizFolies
Twitter →      http://goo.gl/sAa0LP
Snapchat →  BenjizFolies

Contact pro : benjizfolies@gmail.com

☛Nous sommes 78 780 aujourd'hui!",Entertainment,9
MIJN BEVALLINGSVERHAAL - VONNEKEBONNEKE,UC09zKqoJ08nQ0Jc1demxxiQ,2023-08-25 16:00:07.000,"Hi Iedereen!

Elke vrijdag om 18:00 staat er een nieuwe vlog voor jullie klaar!

vergeet natuurlijk niet te liken en subscriben!

Voor info kan je mailen naar: 
vonneke.bonneke@gmail.com

Snapchat: Vonneyvrana
Instagram: www.instagram.com/vonnekebonneke

Lots of love!

xx,

VONNEKE",Entertainment,1
DE REALITEIT ACHTER ELKE MOEDER - VONNEKEBONNEKE VLOG,UC09zKqoJ08nQ0Jc1demxxiQ,2023-08-18 16:00:29.000,"Hi Iedereen!

Elke vrijdag om 18:00 staat er een nieuwe vlog voor jullie klaar!

vergeet natuurlijk niet te liken en subscriben!

Voor info kan je mailen naar: 
vonneke.bonneke@gmail.com

Snapchat: Vonneyvrana
Instagram: www.instagram.com/vonnekebonneke

Lots of love!

xx,

VONNEKE",Entertainment,2
SNOT ERUIT ZUIGEN & TE VROEG OM TE SPORTEN? - VONNEKEBONNEKE VLOG,UC09zKqoJ08nQ0Jc1demxxiQ,2023-08-11 16:00:26.000,"Hi Iedereen!

Elke vrijdag om 18:00 staat er een nieuwe vlog voor jullie klaar!

vergeet natuurlijk niet te liken en subscriben!

Voor info kan je mailen naar: 
vonneke.bonneke@gmail.com

Snapchat: Vonneyvrana
Instagram: www.instagram.com/vonnekebonneke

Lots of love!

xx,

VONNEKE",Entertainment,3
LUIERS VOOR 5 EURO & MOM-FLUENCER - Vonneke Bonneke Vlog,UC09zKqoJ08nQ0Jc1demxxiQ,2023-08-04 16:00:34.000,"Hi Iedereen!

Elke vrijdag om 18:00 staat er een nieuwe vlog voor jullie klaar!

vergeet natuurlijk niet te liken en subscriben!

Voor info kan je mailen naar: 
vonneke.bonneke@gmail.com

Snapchat: Vonneyvrana
Instagram: www.instagram.com/vonnekebonneke

Lots of love!

xx,

VONNEKE",Entertainment,4
KRAAMTRANEN - VONNEKEBONNEKE VLOG,UC09zKqoJ08nQ0Jc1demxxiQ,2023-07-28 16:00:01.000,"Hi Iedereen!

Elke vrijdag om 18:00 staat er een nieuwe vlog voor jullie klaar!

vergeet natuurlijk niet te liken en subscriben!

Voor info kan je mailen naar: 
vonneke.bonneke@gmail.com

Snapchat: Vonneyvrana
Instagram: www.instagram.com/vonnekebonneke

Lots of love!

xx,

VONNEKE",Entertainment,5
MIJN BEVALLING! - VONNEKEBONNEKE VLOG,UC09zKqoJ08nQ0Jc1demxxiQ,2023-07-21 16:04:32.000,"Hi Iedereen!

Elke vrijdag om 18:00 staat er een nieuwe vlog voor jullie klaar!

vergeet natuurlijk niet te liken en subscriben!

Voor info kan je mailen naar: 
vonneke.bonneke@gmail.com

Snapchat: Vonneyvrana
Instagram: www.instagram.com/vonnekebonneke

Lots of love!

xx,

VONNEKE",Entertainment,6
NOGSTEEDS ZWANGER?  (41 weken) - Vonneke Bonneke Vlog,UC09zKqoJ08nQ0Jc1demxxiQ,2023-07-14 16:00:07.000,"Hi Iedereen!

Elke vrijdag om 18:00 staat er een nieuwe vlog voor jullie klaar!

vergeet natuurlijk niet te liken en subscriben!

Voor info kan je mailen naar: 
vonneke.bonneke@gmail.com

Snapchat: Vonneyvrana
Instagram: www.instagram.com/vonnekebonneke

Lots of love!

xx,

VONNEKE",Entertainment,7
DE LAATSTE IMPULSIEVE AANKOPEN VOOR DE BEVALLING! (39 wkn🤰🏽) - VONNEKEBONNEKE VLOG,UC09zKqoJ08nQ0Jc1demxxiQ,2023-06-30 16:04:06.000,"Hi Iedereen!

LINK PAARSE DRESS https://c.mtpc.se/tags/link/3503693
LINK BLAUWE SET 2 DELIG https://c.mtpc.se/tags/link/3503695
LINK PYJAMA https://c.mtpc.se/tags/link/3503699
ROZE BASKETBALL SET https://c.mtpc.se/tags/link/3503700
ROZE SATIJNEN SET https://c.mtpc.se/tags/link/3503702

Elke vrijdag om 18:00 staat er een nieuwe vlog voor jullie klaar!

vergeet natuurlijk niet te liken en subscriben!

Voor info kan je mailen naar: 
vonneke.bonneke@gmail.com

Snapchat: Vonneyvrana
Instagram: www.instagram.com/vonnekebonneke

Lots of love!

xx,

VONNEKE",Entertainment,8
Mijn vriend is ZWANGER 😂🫃🏻 #shorts,UC09zKqoJ08nQ0Jc1demxxiQ,2023-06-27 12:00:02.000,"",Entertainment,9
Mercedes W211 Luftfeder Luftbalg wechseln E Klasse Niveauregulierung Airmatic,UC0m0VPPo84UHJ4m7rGl7RwQ,2024-05-18 10:04:03.000,"In diesem Video zeigen wir euch wie ihr selber und ohne Spezialwerkzeug eine defekte Niveauregulierung / Luftfederung / Luftbalg / Airmatic bei einem W211 S211 T-Modell wechseln könnt. In den meisten Fällen ist der Luftbalg über die Zeit porös geworden und verliert schleichend Luft sodass der Wagen bei längerer Standzeit absackt und Luft verliert. Der Kompressor ist meist nicht defekt. Ihr solltet immer beide Seiten erneuern.

Im Video verwendete Produkte:
Luftfeder Hinterachse mit 2 Pins: https://amzn.to/3WQ1rVN
Luftfeder (Airmatic) Hinterachse mit 3 Pins: https://amzn.to/3V6WuWn

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

►Anmerkung: Die Produktion und die Erhaltung unserer Videos kostet viel Zeit. Wer durch unsere Videos hohe Werksattkosten sparen konnte, kann uns gerne für weitere Videos unterstützen: https://www.paypal.me/julianundmax

Herzlich Willkommen bei Auto Reparatur Tutorial ! 
Wir heißen Julian und Max. 
Schön dass Ihr eines unserer Videos anseht.
Euer Auto hat ein Problem oder ist kaputt und Ihr wollt zudem euren Geldbeutel schonen?
Kein Problem ! Hier findet Ihr zu vielen Themen Tutorials, die euch helfen euer Auto oder Motorrad zu reparieren bzw. in Stand zu halten.
Auf unserem Kanal findet Ihr eine Vielzahl von Reparaturen: 
Radlagerwechsel, Spurstange wechseln, Scheinwerfer ein und ausbauen, Rücklichter ein und ausbauen, Bremsflüssigkeit wechseln, Bremsenbeläge und Bremsscheiben erneuern, Kundendienst, Inspektion, Service, Ölwechsel Motorrad, Ölwechsel Auto, Federn wechseln, Windschutzscheibe Frontscheibe wechseln, defekte Klimaanlage instandsetzen, Zündkerzen wechseln, Ventildeckeldichtung wechseln, Freisprecheinrichtung einbauen, Felgen folieren, Zierleisten folieren, Auto folieren, Xenonbirnenwechsel, Ventilschaftdichtung wechseln, Injektoren wechseln und vieles mehr. 

Wenn Ihr mehr von uns sehen wollt, dann folgt uns doch auf: 

►Facebook: https://www.facebook.com/autoreparaturtutorial
►Instagram: https://www.instagram.com/autoreparaturtutorial
►Twitter: https://twitter.com/ARTMadmaxAutoTu
►Homepage: http://www.auto-selbstreparieren.de/

Die mit * gekennzeichneten Links sind sogenannte Affiliate-Links, die mit dem Partnerprogramm von Amazon Ebay oder Affili.net verknüpft sind. Kommt über einen solchen Link ein Einkauf zustande, werde ich mit einer Provision beteiligt. Für Dich entstehen dabei keine Mehrkosten. Wo, wann und wie Du ein Produkt kaufst, bleibt natürlich Dir überlassen.",Auto & Vehicles,1
Domlager wechseln ohne Ausbau Federbein Ford VW Seat,UC0m0VPPo84UHJ4m7rGl7RwQ,2024-03-10 18:35:12.000,"In diesem Video wird gezeigt wie ihr ohne den Ausbau des kompletten Federbein / Stoßdämpfer mit Feder das Domlager als auch die Koppelstange / Stabilisator an eurem Ford Galaxy VW Sharan Seat Alhambra wechseln könnt. 


▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

►Anmerkung: Die Produktion und die Erhaltung unserer Videos kostet viel Zeit. Wer durch unsere Videos hohe Werksattkosten sparen konnte, kann uns gerne für weitere Videos unterstützen: https://www.paypal.me/julianundmax

Herzlich Willkommen bei Auto Reparatur Tutorial ! 
Wir heißen Julian und Max. 
Schön dass Ihr eines unserer Videos anseht.
Euer Auto hat ein Problem oder ist kaputt und Ihr wollt zudem euren Geldbeutel schonen?
Kein Problem ! Hier findet Ihr zu vielen Themen Tutorials, die euch helfen euer Auto oder Motorrad zu reparieren bzw. in Stand zu halten.
Auf unserem Kanal findet Ihr eine Vielzahl von Reparaturen: 
Radlagerwechsel, Spurstange wechseln, Scheinwerfer ein und ausbauen, Rücklichter ein und ausbauen, Bremsflüssigkeit wechseln, Bremsenbeläge und Bremsscheiben erneuern, Kundendienst, Inspektion, Service, Ölwechsel Motorrad, Ölwechsel Auto, Federn wechseln, Windschutzscheibe Frontscheibe wechseln, defekte Klimaanlage instandsetzen, Zündkerzen wechseln, Ventildeckeldichtung wechseln, Freisprecheinrichtung einbauen, Felgen folieren, Zierleisten folieren, Auto folieren, Xenonbirnenwechsel, Ventilschaftdichtung wechseln, Injektoren wechseln und vieles mehr. 

Wenn Ihr mehr von uns sehen wollt, dann folgt uns doch auf: 

►Facebook: https://www.facebook.com/autoreparaturtutorial
►Instagram: https://www.instagram.com/autoreparaturtutorial
►Twitter: https://twitter.com/ARTMadmaxAutoTu
►Homepage: http://www.auto-selbstreparieren.de/

Die mit * gekennzeichneten Links sind sogenannte Affiliate-Links, die mit dem Partnerprogramm von Amazon Ebay oder Affili.net verknüpft sind. Kommt über einen solchen Link ein Einkauf zustande, werde ich mit einer Provision beteiligt. Für Dich entstehen dabei keine Mehrkosten. Wo, wann und wie Du ein Produkt kaufst, bleibt natürlich Dir überlassen.",Auto & Vehicles,2
