video_title,channel_id,published_at,description,vertical,ranking
Die Amazone Precea 8-reihige Einzelkornsämaschine kurz erklärt,UCtTbVsgCMdXQifG1IPW2iKQ,2024-05-15 12:58:46.000,"Eingesetzt in der Pflug- und Mulchsaat zeichnet sich die Einzelkorn-Sämaschine Precea besonders durch ihre sehr präzise Ablage, hohe Schlagkraft und komfortable Bedienbarkeit aus. Eine erstklassige Vereinzelung und Düngerdosierung überzeugt bei Arbeitsgeschwindigkeiten von bis zu 15 km/h. Die unterschiedlichen Rahmenkonzepte sorgen für maximale Flexibilität.",Auto & Vehicles,1
Case IH Puma 240 AFS mit Lemken  Juwel 10 - 6 Schar bei Landtechn. LU Gottschalk im Einsatz,UCtTbVsgCMdXQifG1IPW2iKQ,2024-05-13 17:22:24.000,"Case IH Puma 240 AFS mit Lemken  Juwel 10 - 6 Schar bei Landtechn. LU Gottschalk im Einsatz



Facebook: https://www.facebook.com/tractortubecom
---

Ein Film von Dieter Theyssen

Visit our websites:

Machinery: http://www.trekkerweb.nl
Main website: http://www.agrio.nl
Dairy: http://www.melkvee.nl
Pigs: http://www.pigbusiness.nl
Poultry: http://www.pluimveeweb.nl
Agriculture: http://www.akkerwijzer.nl

traktortube, tractortube, tracteurtube, 

tractortube ist ein Video-Kanal für Landtechnik in Europa. Er liefert Film und Video aus den Bereichen der Aussaat, Pflege und Ernte auf dem Acker und über Maschinen vom Traktor Mähdrescher bis zum Selbstfahrer. 

tractortube is a channel with video about tractors, combines and other machines. Herein you can see parts of planting, growing, fertilization, harvesting and ploughing 

tractortube is een videokanaal met Video en film over ploegen, zaaien, maaien, rooien, oogsten. Met hoofdrol voor trekker, werktuig en landbouwmachines. Zoals combine, bietenrooier, aardappelrooier, hakselaar, maaier, schudder zaaimachine en ploeg. Veel plezier met filmen en filmpjes bekijken. Klik voor een abonnement",Auto & Vehicles,2
Kartoffeln pflanzen mit der Ropa Gecko in der Praxis,UCtTbVsgCMdXQifG1IPW2iKQ,2024-04-11 15:05:30.000,"ROPA hat in Zusammenarbeit mit farmsupport eine Legemaschine für vorgekeimte Kartoffeln entwickelt. Gecko, die neue Handpflanzmaschine von ROPA, kombiniert schonendes Pflanzen der vorgekeimten Kartoffeln ohne Keimbruch, Schlagkraft und gute Arbeitsbedingungen für das Personal. Jens Bodden, vom Bioland Geflügelhof Bodden, hat diese Maschine im Einsatz und berichtet uns über seine Erfahrungen. 

Facebook: https://www.facebook.com/tractortubecom
---

Ein Film von Dieter Theyssen

Visit our websites:

Machinery: http://www.trekkerweb.nl
Main website: http://www.agrio.nl
Dairy: http://www.melkvee.nl
Pigs: http://www.pigbusiness.nl
Poultry: http://www.pluimveeweb.nl
Agriculture: http://www.akkerwijzer.nl

traktortube, tractortube, tracteurtube, 

tractortube ist ein Video-Kanal für Landtechnik in Europa. Er liefert Film und Video aus den Bereichen der Aussaat, Pflege und Ernte auf dem Acker und über Maschinen vom Traktor Mähdrescher bis zum Selbstfahrer. 

tractortube is a channel with video about tractors, combines and other machines. Herein you can see parts of planting, growing, fertilization, harvesting and ploughing 

tractortube is een videokanaal met Video en film over ploegen, zaaien, maaien, rooien, oogsten. Met hoofdrol voor trekker, werktuig en landbouwmachines. Zoals combine, bietenrooier, aardappelrooier, hakselaar, maaier, schudder zaaimachine en ploeg. Veel plezier met filmen en filmpjes bekijken. Klik voor een abonnement",Auto & Vehicles,3
Über 120 Fahrzeuge beim Protestkonvoi in Kleve,UCtTbVsgCMdXQifG1IPW2iKQ,2024-01-09 10:17:53.000,"Heute am 09.01.2024 hat es von Bedburg-Hau aus einen Konvoi aus ca. 120 Fahrzeugen nach Kleve und zurück gegeben. Die Organisatoren nahmen kurz Stellung zum Ablauf der Demo.
Ziel der Veranstaltung ist es, auf die aktuell unangemessene Landwirtschaftspolitik aufmerksam zu machen.


Facebook: https://www.facebook.com/tractortubecom
---

Ein Film von Dieter Theyssen

Visit our websites:

Machinery: http://www.trekkerweb.nl
Main website: http://www.agrio.nl
Dairy: http://www.melkvee.nl
Pigs: http://www.pigbusiness.nl
Poultry: http://www.pluimveeweb.nl
Agriculture: http://www.akkerwijzer.nl

traktortube, tractortube, tracteurtube, 

tractortube ist ein Video-Kanal für Landtechnik in Europa. Er liefert Film und Video aus den Bereichen der Aussaat, Pflege und Ernte auf dem Acker und über Maschinen vom Traktor Mähdrescher bis zum Selbstfahrer. 

tractortube is a channel with video about tractors, combines and other machines. Herein you can see parts of planting, growing, fertilization, harvesting and ploughing 

tractortube is een videokanaal met Video en film over ploegen, zaaien, maaien, rooien, oogsten. Met hoofdrol voor trekker, werktuig en landbouwmachines. Zoals combine, bietenrooier, aardappelrooier, hakselaar, maaier, schudder zaaimachine en ploeg. Veel plezier met filmen en filmpjes bekijken. Klik voor een abonnement",Auto & Vehicles,4
Agritechnica 2023 - TAFE stellt sich vor,UCtTbVsgCMdXQifG1IPW2iKQ,2023-11-30 10:30:15.000,"Ein indischer Traktorenproduzent stellt auf der Agritechnica 2023 aus und stellt kurz seine Neuheiten vor.


Facebook: https://www.facebook.com/tractortubecom
---

Ein Film von Dieter Theyssen

Visit our websites:

Machinery: http://www.trekkerweb.nl
Main website: http://www.agrio.nl
Dairy: http://www.melkvee.nl
Pigs: http://www.pigbusiness.nl
Poultry: http://www.pluimveeweb.nl
Agriculture: http://www.akkerwijzer.nl

traktortube, tractortube, tracteurtube, 

tractortube ist ein Video-Kanal für Landtechnik in Europa. Er liefert Film und Video aus den Bereichen der Aussaat, Pflege und Ernte auf dem Acker und über Maschinen vom Traktor Mähdrescher bis zum Selbstfahrer. 

tractortube is a channel with video about tractors, combines and other machines. Herein you can see parts of planting, growing, fertilization, harvesting and ploughing 

tractortube is een videokanaal met Video en film over ploegen, zaaien, maaien, rooien, oogsten. Met hoofdrol voor trekker, werktuig en landbouwmachines. Zoals combine, bietenrooier, aardappelrooier, hakselaar, maaier, schudder zaaimachine en ploeg. Veel plezier met filmen en filmpjes bekijken. Klik voor een abonnement",Auto & Vehicles,5
Solis präsentiert 5 Neuheiten und öffnet die Türen zur Produktion in Indien,UCtTbVsgCMdXQifG1IPW2iKQ,2023-10-20 12:07:27.000,"International Tractors Limited hat seinen Sitz in Hoshiarpur, in der Provinz Punjab in Indien und stellte in der letzten Woche seine 5 neuen Modelle der Weltöffentlichkeit vor. Mit über 35.000 Kompakttraktoren exportiert der Hersteller die meisten Traktoren bis 90 PS, wichtige Märkte hierbei sind auf dem Südamerikanischen Markt Brasilien und in Europa z.B. Frankreich oder auch Deutschland. In Deutschland gibt es ein Ersatzteile Lager, welches wir bald auch mal besuchen werden. Ajay Kumar, Vice Präsident International Business, gibt kurz Auskunft über die Neuheiten und die Bewegungen in Hinblick auf den niederländischen / europäischen Markt.


Facebook: https://www.facebook.com/tractortubecom
---

Ein Film von Dieter Theyssen

Visit our websites:

Machinery: http://www.trekkerweb.nl
Main website: http://www.agrio.nl
Dairy: http://www.melkvee.nl
Pigs: http://www.pigbusiness.nl
Poultry: http://www.pluimveeweb.nl
Agriculture: http://www.akkerwijzer.nl

traktortube, tractortube, tracteurtube, 

tractortube ist ein Video-Kanal für Landtechnik in Europa. Er liefert Film und Video aus den Bereichen der Aussaat, Pflege und Ernte auf dem Acker und über Maschinen vom Traktor Mähdrescher bis zum Selbstfahrer. 

tractortube is a channel with video about tractors, combines and other machines. Herein you can see parts of planting, growing, fertilization, harvesting and ploughing 

tractortube is een videokanaal met Video en film over ploegen, zaaien, maaien, rooien, oogsten. Met hoofdrol voor trekker, werktuig en landbouwmachines. Zoals combine, bietenrooier, aardappelrooier, hakselaar, maaier, schudder zaaimachine en ploeg. Veel plezier met filmen en filmpjes bekijken. Klik voor een abonnement",Auto & Vehicles,6
4-Rad Vervaet Quad 550 -  Erfahrungen bei LU Gaspers,UCtTbVsgCMdXQifG1IPW2iKQ,2023-09-29 13:30:33.000,"Maik Wirtz, Mitarbeiter beim Lohnunternehmen Gaspers, gibt darüber Auskunft, welche Erfahrungen er in den ersten 2 Wochen mit der Neuanschaffung, dem Vervaet Quad 550, macht und wo die Vorteile gegenüber dem kürzlich verkauften Gülleausbringer von Claas liegen. 

Facebook: https://www.facebook.com/tractortubecom
---

Ein Film von Dieter Theyssen

Visit our websites:

Machinery: http://www.trekkerweb.nl
Main website: http://www.agrio.nl
Dairy: http://www.melkvee.nl
Pigs: http://www.pigbusiness.nl
Poultry: http://www.pluimveeweb.nl
Agriculture: http://www.akkerwijzer.nl

traktortube, tractortube, tracteurtube, 

tractortube ist ein Video-Kanal für Landtechnik in Europa. Er liefert Film und Video aus den Bereichen der Aussaat, Pflege und Ernte auf dem Acker und über Maschinen vom Traktor Mähdrescher bis zum Selbstfahrer. 

tractortube is a channel with video about tractors, combines and other machines. Herein you can see parts of planting, growing, fertilization, harvesting and ploughing 

tractortube is een videokanaal met Video en film over ploegen, zaaien, maaien, rooien, oogsten. Met hoofdrol voor trekker, werktuig en landbouwmachines. Zoals combine, bietenrooier, aardappelrooier, hakselaar, maaier, schudder zaaimachine en ploeg. Veel plezier met filmen en filmpjes bekijken. Klik voor een abonnement",Auto & Vehicles,7
Slootsmid lädt zu ihren Tagen der offenen Tür ein,UCtTbVsgCMdXQifG1IPW2iKQ,2023-09-21 11:32:13.000,"Slootsmid lädt zu ihren Tagen der offenen Tür ein


Facebook: https://www.facebook.com/tractortubecom
---

Ein Film von Dieter Theyssen

Visit our websites:

Machinery: http://www.trekkerweb.nl
Main website: http://www.agrio.nl
Dairy: http://www.melkvee.nl
Pigs: http://www.pigbusiness.nl
Poultry: http://www.pluimveeweb.nl
Agriculture: http://www.akkerwijzer.nl

traktortube, tractortube, tracteurtube, 

tractortube ist ein Video-Kanal für Landtechnik in Europa. Er liefert Film und Video aus den Bereichen der Aussaat, Pflege und Ernte auf dem Acker und über Maschinen vom Traktor Mähdrescher bis zum Selbstfahrer. 

tractortube is a channel with video about tractors, combines and other machines. Herein you can see parts of planting, growing, fertilization, harvesting and ploughing 

tractortube is een videokanaal met Video en film over ploegen, zaaien, maaien, rooien, oogsten. Met hoofdrol voor trekker, werktuig en landbouwmachines. Zoals combine, bietenrooier, aardappelrooier, hakselaar, maaier, schudder zaaimachine en ploeg. Veel plezier met filmen en filmpjes bekijken. Klik voor een abonnement",Auto & Vehicles,8
CASE IH Neuheiten Presseevent 2023,UCtTbVsgCMdXQifG1IPW2iKQ,2023-09-09 14:30:08.000,"Schnell ein paar Videobilder der Pressekonferenz von Case IH und Väderstad 2023 im Überblick. Weitere Infos folgen dann in Kürze auf trekkerweb.nl ! 


Facebook: https://www.facebook.com/tractortubecom
---

Ein Film von Dieter Theyssen

Visit our websites:

Machinery: http://www.trekkerweb.nl
Main website: http://www.agrio.nl
Dairy: http://www.melkvee.nl
Pigs: http://www.pigbusiness.nl
Poultry: http://www.pluimveeweb.nl
Agriculture: http://www.akkerwijzer.nl

traktortube, tractortube, tracteurtube, 

tractortube ist ein Video-Kanal für Landtechnik in Europa. Er liefert Film und Video aus den Bereichen der Aussaat, Pflege und Ernte auf dem Acker und über Maschinen vom Traktor Mähdrescher bis zum Selbstfahrer. 

tractortube is a channel with video about tractors, combines and other machines. Herein you can see parts of planting, growing, fertilization, harvesting and ploughing 

tractortube is een videokanaal met Video en film over ploegen, zaaien, maaien, rooien, oogsten. Met hoofdrol voor trekker, werktuig en landbouwmachines. Zoals combine, bietenrooier, aardappelrooier, hakselaar, maaier, schudder zaaimachine en ploeg. Veel plezier met filmen en filmpjes bekijken. Klik voor een abonnement",Auto & Vehicles,9
Nach Bayern-Aus: Tuchel's neuer Verein heißt _______ !,UCpMv4DqZ8Y4QO_aFw2vkGjA,2024-02-25 14:21:39.000,"Werbung  
Folge unserer neuen Fussball-Lofi Playlist zum chillen,zocken, schlafen etc: 
https://fanlink.to/football_lofi

Folg mir auf Instagram: https://www.instagram.com/mrsiiuu
Hier alle unsere Fussballsongs (Haaland, Ronaldo, Neymar etc.) auf Spotify hören: https://spoti.fi/2JJcrOR 
Geschäftliche Anfragen: teamevilbusiness@gmail.com",Sports Editorial Content,6
Kane in der Nachspielzeit! Bayern München - RB Leipzig 2:1 (ANALYSE),UCpMv4DqZ8Y4QO_aFw2vkGjA,2024-02-24 19:32:43.000,"Werbung  
Folge unserer neuen Fussball-Lofi Playlist zum chillen,zocken, schlafen etc: 
https://fanlink.to/football_lofi

Folg mir auf Instagram: https://www.instagram.com/mrsiiuu
Hier alle unsere Fussballsongs (Haaland, Ronaldo, Neymar etc.) auf Spotify hören: https://spoti.fi/2JJcrOR 
Geschäftliche Anfragen: teamevilbusiness@gmail.com",Sports Editorial Content,7
Auch das noch: Top-Star verlässt Bayern zu Real Madrid..,UCpMv4DqZ8Y4QO_aFw2vkGjA,2024-02-24 17:21:06.000,"Werbung  
Folge unserer neuen Fussball-Lofi Playlist zum chillen,zocken, schlafen etc: 
https://fanlink.to/football_lofi

Folg mir auf Instagram: https://www.instagram.com/mrsiiuu
Hier alle unsere Fussballsongs (Haaland, Ronaldo, Neymar etc.) auf Spotify hören: https://spoti.fi/2JJcrOR 
Geschäftliche Anfragen: teamevilbusiness@gmail.com",Sports Editorial Content,8
Nach Tuchel-Aus: Trainer-Entscheidung bei Bayern gefallen..,UCpMv4DqZ8Y4QO_aFw2vkGjA,2024-02-21 15:13:09.000,"Werbung  
Folge unserer neuen Fussball-Lofi Playlist zum chillen,zocken, schlafen etc: 
https://fanlink.to/football_lofi

Folg mir auf Instagram: https://www.instagram.com/mrsiiuu
Hier alle unsere Fussballsongs (Haaland, Ronaldo, Neymar etc.) auf Spotify hören: https://spoti.fi/2JJcrOR 
Geschäftliche Anfragen: teamevilbusiness@gmail.com",Sports Editorial Content,9
LA NEGRA EN BLOODBORNE,UCtnmHPgmcQOxJKj1ZG4rmLw,2015-12-17 19:56:01.000,http://www.twitch.tv/muzskaendirecto,Entertainment,4
THE WITCHER III ¿JUEGO DEL AÑO?,UCtnmHPgmcQOxJKj1ZG4rmLw,2015-12-14 17:56:39.000,"Ignorad el hecho que hace 6 meses dije precisamente todo lo contrario, hacedme caso a mi, pero al de ahora no al de hace 6 meses.

Si te apetece darme propinilla o algo: https://www.patreon.com/user?u=559621&ty=h",Entertainment,5
LOS PREMIOS A LOS JUEGOS DEL AÑO / 2015,UCtnmHPgmcQOxJKj1ZG4rmLw,2015-12-08 22:47:46.000,"El vídeo interrumpido se retoma de forma inmediata, debería estar en un par de días.

https://www.patreon.com/user?u=559621&ty=h",Entertainment,6
STAR WARS BATTLEFRONT / HORA DEL RETRASO,UCtnmHPgmcQOxJKj1ZG4rmLw,2015-11-26 23:12:49.000,"13 minutos tarde?¿ No me jodas eso no lo penalizan ni en el ejercito.

Apoya el canal en Patreon!: https://www.patreon.com/user?u=559621&ty=h",Entertainment,7
PONIENDO A PARIR FALLOUT 4,UCtnmHPgmcQOxJKj1ZG4rmLw,2015-11-19 23:10:02.000,"El Poniendo a Parir que emocionó a Todd Howard 

Apoya el canal en Patreon!: https://www.patreon.com/user?u=559621&ty=h

Música de la genial banda sonora del increible Undertale",Entertainment,8
EL FUTURO DEL CANAL Y PATREON,UCtnmHPgmcQOxJKj1ZG4rmLw,2015-11-09 17:53:51.000,https://www.patreon.com/user?u=559621&ty=h,Entertainment,9
MODERN WARFARE 3 - UN GAMEPLAY DAVVERO BRUTTO CHE VALE LA PENA DI GUARDARE,UCWPU18q799MFtdRMLaJCh7Q,2024-01-12 13:30:00.000,"Primo e probabilmente ultimo gameplay di Call of Duty su questo canale.

https://www.twitch.tv/amedeoprecious",Entertainment,1
FUMAGALLI REACTION: LA CASERMA DUE - SVELATO IL VOLTO DELL'UOMO OCCHIALE,UCWPU18q799MFtdRMLaJCh7Q,2023-11-22 13:00:40.000,"Del frate ha un'attrazione gravitazionale tutta sua. 
Twitch: amedeoprecious
https://www.twitch.tv/amedeoprecious",Entertainment,2
FUMAGALLI REACTION: LA CASERMA 2 - L' UOMO CON LE SPALLE DI COCCO,UCWPU18q799MFtdRMLaJCh7Q,2023-11-15 13:00:16.000,"C'è una che invece di parlare piange. 
Twitch: amedeoprecious
https://www.twitch.tv/amedeoprecious",Entertainment,3
FUMAGALLI REACTION: IL COLLEGIO 8 QUINTA PUNTATA - ARRIVA IL CARTELLO MESSICANO,UCWPU18q799MFtdRMLaJCh7Q,2023-11-01 11:00:22.000,"Al collegio si presentano quattro sicari, il preside non ha saldato debiti brutti
Twitch: amedeoprecious
https://www.twitch.tv/amedeoprecious",Entertainment,4
FUMAGALLI REACTION: IL COLLEGIO 8 QUARTA PUNTATA - PERSI NELLE PANNOCCHIE,UCWPU18q799MFtdRMLaJCh7Q,2023-10-29 11:00:28.000,"Gente nei boschi che compra cose
Twitch: amedeoprecious
https://www.twitch.tv/amedeoprecious",Entertainment,5
FUMAGALLI REACTION: IL COLLEGIO 8 TERZA PUNTATA - BARBA PUGLIA E LA POZIONE POLISUCA,UCWPU18q799MFtdRMLaJCh7Q,2023-10-26 12:00:29.000,"Sembra incredibile ma stiamo resistendo. 
Twitch: amedeoprecious
https://www.twitch.tv/amedeoprecious",Entertainment,6
FUMAGALLI REACTION: IL COLLEGIO 8 SECONDA PUNTATA - MOZZARELLE CON LE EXTENSION PIANGONO,UCWPU18q799MFtdRMLaJCh7Q,2023-10-24 12:00:06.000,"Sono in ritardo ma io sono Fumagalli e il tempo per me scorre diversamente.
Twitch: amedeoprecious
 https://www.twitch.tv/amedeoprecious",Entertainment,7
FUMAGALLI REACTION: IL COLLEGIO 8 PRIMA PUNTATA - IN AFGANISTAN CON PELAZZA,UCWPU18q799MFtdRMLaJCh7Q,2023-10-22 10:00:22.000,"Tenete conto che è la prima volta nella mia vita in cui faccio sta roba. 
Twitch: amedeoprecious 
https://www.twitch.tv/amedeoprecious",Entertainment,8
FUMAGALLI E I RITI FASCISTI NEL DESERTO - Beyond Two Souls,UCWPU18q799MFtdRMLaJCh7Q,2023-10-19 12:00:47.000,"Fumagalli voleva solo giocare un pò ma si è ritrovato in un guaio.
Twitch: amedeoprecious
https://www.twitch.tv/amedeoprecious",Entertainment,9
JOOST KLEIN DOCUMENTARY **LEAK (DON'T WATCH!!!),UCxmh9CHjpMmQGFHvZQt0GTQ,2024-05-03 17:58:28.000,"Who is Joost Klein???????


 with Daan Koens, Stuntje, Gover Meit for AVROTROS

 Directed by - Suzanne Koopstra
Producer - Nadja Vissers
Production Company - CAKE Film and Photography
DOP - Bart Hoveijn
1st AC - Joey Janssen
Sound Recording - Sofie van der Meer
Gaffer - Denny Schoute
Electrician - Frits Schreefel
Set Dresser - Eden Goedhuys
'Dream Castle Cake' - Taartje van Tonya
H&MU - Stephanie Ly
Location Scout - Levi Wilbrink

Editor - Jurriaan de Groot
Sound Design & Mixage - Boudewijn Scholten
Colorgrading - Ruben Labree

Music by Tantu Beats

® 2024 Suzanne Koopstra
https://www.instagram.com/kooopaaa/",Entertainment,1
EUROPAPA LIVE FIRST TIME !!!!! VERY BASED PLS WATCH,UCxmh9CHjpMmQGFHvZQt0GTQ,2024-03-15 20:22:19.000,"Joost - Europapa (LIVE)

Stream: https://joost.lnk.to/europapa

Directed by:
Lyon Pol

Edited by:
Lyon Pol, Bloempot Media en Joost Klein

Color grading: 
Wietse van Bezooijen

Camera:
Bloempot Media
Parsa Moradashkafti
Alanis Brouwers
Stuntje
onzekereguy
Bruno Verhaar
Erwin Veenhof
Lamine Kallo
Lyon Pol
Daan Koens
Brenda Narvaez
Tim Sijpkens
Zoe van Walsum

Music:
joost klein & Tantu Beats",Entertainment,2
Top 10 Joost Klein Moments〡De Slimste Mens (België),UCxmh9CHjpMmQGFHvZQt0GTQ,2023-10-18 17:00:09.000,joost klein op belgische TV,Entertainment,3
Joost - Florida 2009 (Official Video),UCxmh9CHjpMmQGFHvZQt0GTQ,2023-03-10 15:00:06.000,"Listen to 'Florida 2009' on Spotify
https://open.spotify.com/track/23M2pHxtt3QACQJKSYd69Y?si=105b68bad4e24a96

—

film + edit by Bloempot Media
https://www.instagram.com/bloempotmedia

composed by Teun de Kruif 
                   & Dylan van Dael
poetry/vocals by joost klein 

Joost Klein on Instagram
https://www.instagram.com/joostklein

Joost Klein on TikTok
https://www.tiktok.com/@joostklein

In Memoriam Of My Parents † 
                      Forever, Your Son",Entertainment,4
Joost - Antwoord (ft. gladde paling),UCxmh9CHjpMmQGFHvZQt0GTQ,2022-10-19 17:29:01.000,"Joost - Antwoord (Official Video)
Fryslân OUT NOW https://ffm.to/fryslan


1. Life Story
2. Wachtmuziek
3. PTSD
4. 2002/2001
5. Joost Klein 4
6. Florida 2009
7. Rookpauze
8. Fryslân Bop (ft. Jack Parow)
9. Pinkpop 1983
10. Offline
11. Papa en Mama
12. Antwoord (ft. gladde paling)
13. Disco Belgica (ft. Apson, Acid)
14. Liverpool

FULLY produced by Tantu Beats 
Berlin, Germany (2022)

Listen to 'Fryslân' on ALL platforms
https://ffm.to/fryslan

video credits
directed, edited by joost klein
shot by gurb (and many more)

special thanks
gladde paling
monster energy
blote billen BV

Joost Klein on TikTok
https://www.tiktok.com/@joostklein

© joost klein        1983
® Albino Sports  2022",Entertainment,5
bier freestyle,UCxmh9CHjpMmQGFHvZQt0GTQ,2022-08-02 19:36:46.000,"ik was een keertje dronken 
en toen maakte ik dit liedje

dit is niet gemix gemaster
gewoon voor de lol haha

album is bijna af ☆ ～('▽^人)
dit is cadeautje voor 't wachten

geniet, maar drink met mate
niet drinken onder de 18 !!!!!!

beat door nash crebula 
★★★★★",Entertainment,6
Joost op Pinkpop 2022,UCxmh9CHjpMmQGFHvZQt0GTQ,2022-07-10 11:55:13.000,"ik stond op pinkpop ☆ ～('▽^人)
'Florida 2009' on Spotify  https://spoti.fi/3yWuElL

Video Credits
gefilmd door Tristan Albers
regie/edit door Joost Klein

'T GAAT BETER TOUR ® 2022 

         23 juli 2022, OLT Rivierenhof, Antwerpen (BE)
          1 oktober 2022, Melkweg, Amsterdam  *SOLD OUT
         21 oktober 2022, Nieuwe Nor, Heerlen 
         23 oktober 2022, Neushoorn, Leeuwarden
          7 oktober 2022, Doornroosje, Nijmegen  *SOLD OUT
         13 oktober 2022, Melkweg, Amsterdam
         18 november 2022, De Oosterpoort, Groningen  *SOLD OUT
         25 november 2022, Poppodium 013, Tilburg 

TICKETS:
https://www.mojo.nl/joost-tour 

♣ Bookings    m.van.vugt@mojo.nl

beats door Tantu Beats
https://www.youtube.com/TantuBeats

gitaar door Dylan van Dael
https://www.instagram.com/dylanvandael

Albino Sports Freestyle (prod. Tantu)
door Joost, Brunzyn & Chri$tophe
https://www.instagram.com/albinosports

® Albino Sports 2022",Entertainment,7
