video_title,channel_id,published_at,description,vertical,ranking
بررسی لاکی 250 تی 3 | تست راید، صفر تا صد، تاپ اسپید، معایب و مزایا، خدمات پس از فروش,UCELGGcp87Rd9IyR9TAR2kXA,2023-04-03 17:30:03.000,"بالاخره نوبت لاکی 250 تی 3 شد از شرکت SYM
موتوری که مال یکی از دوستامه و چند وقتی دست من بود و یه تست راید کامل ازش تو این ویدیو گذاشتم
میدونید که شرکت سانگ یانگ موتورز اهل تایوانه و به نسبت متریال بدی نداره و این موتور تو دنیا به اسم ولف 250 معروفه
و این موتور رو سهند سیکلت سپاهان وارد بازار ایران کرده که شایعه در مورد این موتور زیاده و توی این ویدیو خیلی از سوالاتون برطرف میشه
باز هر سوالی داشتید برام کامنت کنید

دوست دار شما
گریپاژ

#موتور #بررسی #sym

آدرس من در اینستاگرام
http://www.instagram.com/giripazh",Auto & Vehicles,7
مراحل کاستوم زئوس : دوباره طرح باک رو عوض کردم,UCELGGcp87Rd9IyR9TAR2kXA,2023-03-26 17:30:03.000,"همینجور که احتمالا میدونید موتور من بندا شیان 250 سی سی هست که اسمشو زئوس گذاشتم
و قصد دارم با این موتور و فاطی (همسرم) مسافرت هامون رو شروع کنیم
پس لازمه که یکسری چیزها به موتور اضافه بشه تا توی سفر راحت باشیم 
و اول از همه قیافشم مهمه 😁
البته قبلا یه طرح روی باک زده بودم ولی نتونسته بود راضیم کنه ولی الان خوشحالم 😍
نظر شما راجب طرح جدید چیه ؟؟

و این که یک سری تغیرات دیگه هم تو راهه و به زودی ویدیوش رو میزارم 
دوستدار شما
گریپاژ

#موتور #موتورسیکلت #بندا 

آدرس من در اینستاگرام
http://www.instagram.com/giripazh",Auto & Vehicles,8
یکم سوال و جواب شخصی 😉,UCELGGcp87Rd9IyR9TAR2kXA,2023-03-19 18:02:48.000,"رفتیم برای یکم سوال و جواب شخصی از من 
تو این ویدیو بیشتر با شخص من آشنا میشید !!
شما سوال دیگه ای ندارید ؟؟ 😜

#سوال #جواب #سوالات_شخصی

آدرس من در اینستاگرام
http://www.instagram.com/giripazh",Auto & Vehicles,9
NUOVO SCARICO PER L'AUDI TT DELLA MIA RAGAZZA!,UCOXiM0iYkuCqNfZJoNpTAHQ,2024-05-21 16:00:49.000,"rs125 in vendita: https://www.subito.it/moto-e-scooter/aprilia-rs-125-bergamo-522927167.htm
350z in vendita: https://www.subito.it/auto/nissan-350z-lev-2-stupenda-bergamo-546772179.htm

COLLABORATIONS: lucass98.commerciale@gmail.com

SEGUIMI SU INSTAGRAM: https://www.instagram.com/lucass98_official/?hl=it

ACQUISTA IL MIO CASCO QUI: https://www.ruroc.com/?utm_source=youtube&utm_medium=influencer&utm_campaign=l98

ACQUISTA ANCHE TU LE MIE FELPE! 
https://www.youteeshop.com/20-LUCASS98",Auto & Vehicles,1
APRILIA E' INAFFIDABILE? RSV4 A PIEDI! PROBLEMI AL MOTORE?,UCOXiM0iYkuCqNfZJoNpTAHQ,2024-05-14 16:08:38.000,"rs125 in vendita: https://www.subito.it/moto-e-scooter/aprilia-rs-125-bergamo-522927167.htm
350z in vendita: https://www.subito.it/auto/nissan-350z-lev-2-stupenda-bergamo-546772179.htm


COLLABORATIONS: lucass98.commerciale@gmail.com


SEGUIMI SU INSTAGRAM: https://www.instagram.com/lucass98_official/?hl=it


ACQUISTA IL MIO CASCO QUI: https://www.ruroc.com/?utm_source=youtube&utm_medium=influencer&utm_campaign=l98


ACQUISTA ANCHE TU LE MIE FELPE! 
https://www.youteeshop.com/20-LUCASS98",Auto & Vehicles,2
AUTO CI TAGLIA LA STRADA ED INSULTA ANCHE 🤬,UCOXiM0iYkuCqNfZJoNpTAHQ,2024-05-08 16:00:11.000,"rs125 in vendita: https://www.subito.it/moto-e-scooter/aprilia-rs-125-bergamo-522927167.htm
350z in vendita: https://www.subito.it/auto/nissan-350z-lev-2-stupenda-bergamo-546772179.htm


COLLABORATIONS: lucass98.commerciale@gmail.com


SEGUIMI SU INSTAGRAM: https://www.instagram.com/lucass98_official/?hl=it


ACQUISTA IL MIO CASCO QUI: https://www.ruroc.com/?utm_source=youtube&utm_medium=influencer&utm_campaign=l98


ACQUISTA ANCHE TU LE MIE FELPE! 
https://www.youteeshop.com/20-LUCASS98",Auto & Vehicles,3
Li devi stare p****o d*o! 🤬,UCOXiM0iYkuCqNfZJoNpTAHQ,2024-05-02 11:30:06.000,,Auto & Vehicles,4
"IMPENNATE, CASINO E TRAVERSI SULLA HONDA CRF450",UCOXiM0iYkuCqNfZJoNpTAHQ,2024-04-25 16:00:58.000,"rs125 in vendita: https://www.subito.it/moto-e-scooter/aprilia-rs-125-bergamo-522927167.htm
350z in vendita: https://www.subito.it/auto/nissan-350z-lev-2-stupenda-bergamo-546772179.htm


COLLABORATIONS: lucass98.commerciale@gmail.com


SEGUIMI SU INSTAGRAM: https://www.instagram.com/lucass98_official/?hl=it


ACQUISTA IL MIO CASCO QUI: https://www.ruroc.com/?utm_source=youtube&utm_medium=influencer&utm_campaign=l98


ACQUISTA ANCHE TU LE MIE FELPE! 
https://www.youteeshop.com/20-LUCASS98",Auto & Vehicles,5
VA CONTROMANO IN MOTO! MA PERCHE'!?,UCOXiM0iYkuCqNfZJoNpTAHQ,2024-04-17 16:00:12.000,"rs125 in vendita: https://www.subito.it/moto-e-scooter/aprilia-rs-125-bergamo-522927167.htm
Nissan 350z in vendita: https://www.autoscout24.it/annunci/nissan-350z-coupe-3-5-v6-lev2-benzina-argento-2900d3e0-3269-4dfa-b419-533f901260c8?sort=standard&desc=0&lastSeenGuidPresent=false&cldtidx=5&position=5&search_id=uybg1xlkko&source_otp=t10&ap_tier=t10&source=listpage_search-results&order_bucket=2

COLLABORATIONS: lucass98.commerciale@gmail.com


SEGUIMI SU INSTAGRAM: https://www.instagram.com/lucass98_official/?hl=it


ACQUISTA IL MIO CASCO QUI: https://www.ruroc.com/?utm_source=youtube&utm_medium=influencer&utm_campaign=l98


ACQUISTA ANCHE TU LE MIE FELPE! 
https://www.youteeshop.com/20-LUCASS98


SEGUIMI SU TWITCH!
https://www.twitch.tv/lucass98_",Auto & Vehicles,6
I GENITORI DI GIORGIA REAGISCONO AI 300cv DELL’AUDI TT,UCOXiM0iYkuCqNfZJoNpTAHQ,2024-04-14 10:27:55.000,,Auto & Vehicles,7
ICH HEULE: Ronaldo verkündet Karriereende.. ?,UCpMv4DqZ8Y4QO_aFw2vkGjA,2024-03-04 14:35:23.000,"Werbung  
Folge unserer neuen Fussball-Lofi Playlist zum chillen,zocken, schlafen etc: 
https://fanlink.to/football_lofi

Folg mir auf Instagram: https://www.instagram.com/mrsiiuu
Hier alle unsere Fussballsongs (Haaland, Ronaldo, Neymar etc.) auf Spotify hören: https://spoti.fi/2JJcrOR 
Geschäftliche Anfragen: teamevilbusiness@gmail.com",Sports Editorial Content,2
WIEDER VERSAGT! SC Freiburg - Bayern München 2:2 ..,UCpMv4DqZ8Y4QO_aFw2vkGjA,2024-03-01 21:28:51.000,"Werbung  
Folge unserer neuen Fussball-Lofi Playlist zum chillen,zocken, schlafen etc: 
https://fanlink.to/football_lofi

Folg mir auf Instagram: https://www.instagram.com/mrsiiuu
Hier alle unsere Fussballsongs (Haaland, Ronaldo, Neymar etc.) auf Spotify hören: https://spoti.fi/2JJcrOR 
Geschäftliche Anfragen: teamevilbusiness@gmail.com",Sports Editorial Content,3
Hammer: Nagelsmann vor Bayern-Rückkehr..?!,UCpMv4DqZ8Y4QO_aFw2vkGjA,2024-02-26 05:00:19.000,"Werbung  
Folge unserer neuen Fussball-Lofi Playlist zum chillen,zocken, schlafen etc: 
https://fanlink.to/football_lofi

Folg mir auf Instagram: https://www.instagram.com/mrsiiuu
Hier alle unsere Fussballsongs (Haaland, Ronaldo, Neymar etc.) auf Spotify hören: https://spoti.fi/2JJcrOR 
Geschäftliche Anfragen: teamevilbusiness@gmail.com",Sports Editorial Content,4
Diese Frage will er nicht beantworten: Manuel Neuer bricht Interview ab!,UCpMv4DqZ8Y4QO_aFw2vkGjA,2024-02-25 16:45:00.000,"Werbung  
Folge unserer neuen Fussball-Lofi Playlist zum chillen,zocken, schlafen etc: 
https://fanlink.to/football_lofi

Folg mir auf Instagram: https://www.instagram.com/mrsiiuu
Hier alle unsere Fussballsongs (Haaland, Ronaldo, Neymar etc.) auf Spotify hören: https://spoti.fi/2JJcrOR 
Geschäftliche Anfragen: teamevilbusiness@gmail.com",Sports Editorial Content,5
کاش اخبار صدا سیما بیخیال بی تی اس بشه,UCL1JAIkOn-lYaRNpOI1GV4w,2022-07-29 18:38:31.000,"گایززز من جدا تو خوابم نمیدیدم یه روز موزیک باتر بی تی اس از اخبار پخش شه
بیاید یه بار برای همیشه حرفامونو راجع به این موضوع تکراری بزنیم و تمام
جدا دیگه گول رسانه رو نخوریمممممم

#bts #بی_تی_اس

*************************************
آدرس توییتر من 👇👇
​​​​https://mobile.twitter.com/hairiVu
​​​***************************************
آدرس اینستاگرام من 👇👇
https://www.instagram.com/hairivu
***************************************
لینک کانال تلگرام 👇👇
​​​​https://t.me/HairiVu
****************************",Entertainment,6
Bts jhope new album theory || تئوری اسم جیهوپ امید بی تی اس و آرمی,UCL1JAIkOn-lYaRNpOI1GV4w,2022-07-18 18:39:16.000,"آلبوم جدید جیهوپ بلاخره منتشر شد و دونه به دونه ترکا تیری شد بر قلبمون
تو این ویدیو سراغ موزیک اینترو و پاندورا باکس میرم و منتظر ذجه هاتونم گایززززززززززز


#bts #jhope 
#pandora'sbox

*************************************
آدرس توییتر من 👇👇
​​​​https://mobile.twitter.com/hairiVu
​​​***************************************
آدرس اینستاگرام من 👇👇
https://www.instagram.com/hairivu
***************************************
لینک کانال تلگرام 👇👇
​​​​https://t.me/HairiVu
****************************",Entertainment,7
"jhope come back ""More"" || آلبوم جدید جیهوپ و موزیک مور",UCL1JAIkOn-lYaRNpOI1GV4w,2022-06-30 19:26:42.000,"آلبوم جدید جیهوپ تو راهه و فردا سینگل موزیک مور
ساعت 8:30 صب منتشر میشه و پیشاپیش خدا رحمتمون کنهههههههههههههههه

#bts #jhope 
#jackinthebox 

*************************************
آدرس توییتر من 👇👇
​​​​https://mobile.twitter.com/hairiVu
​​​***************************************
آدرس اینستاگرام من 👇👇
https://www.instagram.com/hairivu
***************************************
لینک کانال تلگرام 👇👇
​​​​https://t.me/HairiVu
****************************",Entertainment,8
"BTS ""Yet to Come"" Teaser || تیزر موزیک ویدیو بی تی اس منتشر شد",UCL1JAIkOn-lYaRNpOI1GV4w,2022-06-08 12:18:01.000,"تیزر موزیک ویدیو بی تی اس بلاخره منتشر شد
و جونم براتون بگه که من زنده نیستم گایزززززز
#BTS #بی_تی_اس
#yettocome 

*************************************
آدرس توییتر من 👇👇
​​​​https://mobile.twitter.com/hairiVu
​​​***************************************
آدرس اینستاگرام من 👇👇
https://www.instagram.com/hairivu
***************************************
لینک کانال تلگرام 👇👇
​​​​https://t.me/HairiVu
****************************",Entertainment,9
Celo & Abdi 🛸 REACTION auf UFOS ÜBERM BLOCK Trailer,UCpTjuGibTsSpSOO-MREk8Wg,2021-03-25 14:31:07.000,"🛸 UFOS ÜBERM BLOCK INCOMMING 🛸

🎹 Celo & Abdi streamen:
https://385i.lnk.to/celoabdi​

📱Celo & Abdi folgen:
https://385i.lnk.to/celoabdisocials​",Entertainment,1
"MEGALOH, CELO & ABDI - Gordon Shumway (Offizielles Musikvideo) (prod. by Ghanaian Stallion)",UCpTjuGibTsSpSOO-MREk8Wg,2021-02-19 12:05:44.000,"""Gordon Shumway"" streamen:
https://umg.lnk.to/MegalohGordonShumway

Gordon Shumway aka Alf der Außerirdische ist eine Ikone! Celo&Abdi und Megaloh sind es auch. Nach Dr. Cooper, Yogibär und Zapp Brannigan wiedermal humorvolle Selbstbeweihräucherung unter dem Deckmantel der Hommage. Ghanaian Stallion Brett. Nicht nur für Kopfnicker und Miezen!

Regie, Kamera, Schnitt: Marvin Ströter
Produktion & BTS: Stefanie Ganschow
Assistenz & Deepfake: Vincent Franken
Weitere Assistenz: Hannah Leitsch
Produced by Ghanaian Stallion
Additional Vocals by Alex Prince
Mixed by Nils Faller
Mastered by HP Mastering
Recorded by Rhymezi @ https://www.cribnoir.com/

Weitere Infos:
https://www.megaloh.de/
https://www.facebook.com/megaloh
https://www.instagram.com/megaloh.official
https://twitter.com/TheRealMegaloh

Megaloh 21 22 Tour 2022
06.01. Münster, Skaters Palace
07.01. Wiesbaden, Schlachthof
08.01. Heidelberg, Karlstorbahnhof
09.01. Hannover, Musikzentrum
13.01. Nürnberg, Hirsch
14.01. Leipzig, Naumanns
15.01. Köln, Live Music Hall
20.01. Stuttgart, Im Wizemann
21.01. Zürich, Dynamo
22.01. München, Strom
23.01. Wien Grelle Forelle
27.01. Essen, Zeche Carl
28.01. Hamburg, Große Freiheit
29.01. Berlin, Festsaal Kreuzberg

Tickets hier → https://www.megaloh-tickets.de",Entertainment,2
Celo & Abdi - ASLAN PARCASI feat. Yener Cevik,UCpTjuGibTsSpSOO-MREk8Wg,2019-11-15 08:21:26.000,,Entertainment,3
"Celo & Abdi kaufen Olexesh ""Augen Husky"" (WKMECD)",UCpTjuGibTsSpSOO-MREk8Wg,2019-09-17 14:42:31.000,"""Augen Husky"" OUT NOW:
❌ https://umg.lnk.to/AugenHusky ❌ 

MERCHANDISE:
📲 https://385ideal.bravado.de


Abonniert die Kanäle:
https://www.youtube.com/celoabdiTV
https://www.youtube.com/385ideal

Celo & Abdi :
Instagram: https://instagram.com/celoabdi
Twitter: https://twitter.com/celoundabdi
Facebook: https://www.facebook.com/celo.abdi

385idéal :
Instagram: https://instagram.com/385i
Twitter: https://twitter.com/385ideal
Facebook: https://www.facebook.com/385ideal


385idéal ©®
This Video is copyrighted by 385idéal

385idéal - Von der Strasse in die Charts",Entertainment,4
"Celo & Abdi kaufen Hanybal's ""Fleisch"" (WKMECD)",UCpTjuGibTsSpSOO-MREk8Wg,2019-07-01 10:45:01.000,"🥩 ""FLEISCH"" 🥩 OUT NOW!
https://umg.lnk.to/Fleisch
––––––––––––––––––––––––––––––––

Abonniert die Kanäle:
https://www.youtube.com/celoabdiTV
https://www.youtube.com/385ideal

Celo & Abdi :
Instagram: https://instagram.com/celoabdi
Twitter: https://twitter.com/celoundabdi
Facebook: https://www.facebook.com/celo.abdi

385idéal :
Instagram: https://instagram.com/385i
Twitter: https://twitter.com/385ideal
Facebook: https://www.facebook.com/385ideal


385idéal ©®
This Video is copyrighted by 385idéal

385idéal - Von der Strasse in die Charts",Entertainment,5
Celo & Abdi - AUTHENTIC ATHLETIC 2 [Official Unboxing],UCpTjuGibTsSpSOO-MREk8Wg,2018-11-29 15:00:59.000,"Olexesh ""Authentic Athletic 2"":
https://umg.lnk.to/olexesh_authenticathletic2

MERCHANDISE:
📲 https://385ideal.bravado.de


Abonniert die Kanäle:
https://www.youtube.com/celoabdiTV
https://www.youtube.com/385ideal

Celo & Abdi :
Instagram: https://instagram.com/celoabdi
Twitter: https://twitter.com/celoundabdi
Facebook: https://www.facebook.com/celo.abdi

385idéal :
Instagram: https://instagram.com/385i
Twitter: https://twitter.com/385ideal
Facebook: https://www.facebook.com/385ideal


385idéal ©®
This Video is copyrighted by 385idéal

385idéal - Von der Strasse in die Charts",Entertainment,6
Celo & Abdi x Falco - VIENNA CALLING feat. Niqo Nuevo (prod. von PzY) [Official Video],UCpTjuGibTsSpSOO-MREk8Wg,2018-05-15 13:59:15.000,"»VIENNA CALLING« aus FALCO´s Kollabo-Album, – als CD, Vinyl & Fanbox: https://lnk.to/SterbenUmZuLeben

Niqo Nuevo
►FACEBOOK: http://fb.com/NiqoNuevo
►INSTAGRAM: http://instagram.com/NiqoNuevo
►TWITTER: http://twitter.com/NiqoNuevo
►SNAPCHAT: http://snapchat/add/NiqoNu

Celo & Abdi Discography auf Spotify:
📲 http://spoti.fi/2ySYvg2

MERCHANDISE:
📲 https://385ideal.bravado.de


Abonniert die Kanäle:
https://www.youtube.com/celoabdiTV
https://www.youtube.com/385ideal

Celo & Abdi :
Instagram: https://instagram.com/celoabdi
Twitter: https://twitter.com/celoundabdi
Facebook: https://www.facebook.com/celo.abdi

385idéal :
Instagram: https://instagram.com/385i
Twitter: https://twitter.com/385ideal
Facebook: https://www.facebook.com/385ideal


385idéal ©®
This Video is copyrighted by 385idéal

385idéal - Von der Strasse in die Charts",Entertainment,7
Celo & Abdi - VIENNA CALLING feat. Niqo Nuevo (prod. von PzY) [Official Video],UCpTjuGibTsSpSOO-MREk8Wg,2018-05-14 15:44:43.000,"»VIENNA CALLING« aus FALCO´s Kollabo-Album, – als CD, Vinyl & Fanbox: https://lnk.to/SterbenUmZuLeben


Abonniert die Kanäle:
https://www.youtube.com/celoabdiTV
https://www.youtube.com/385ideal

Celo & Abdi :
Instagram: https://instagram.com/celoabdi
Twitter: https://twitter.com/celoundabdi
Facebook: https://www.facebook.com/celo.abdi

385idéal :
Instagram: https://instagram.com/385i
Twitter: https://twitter.com/385ideal
Facebook: https://www.facebook.com/385ideal


385idéal ©®
This Video is copyrighted by 385idéal

385idéal - Von der Strasse in die Charts",Entertainment,8
"Celo & Abdi, Hanybal, Reda Rwena - DIASPORA TOUR Blog #3",UCpTjuGibTsSpSOO-MREk8Wg,2018-03-18 19:25:31.000,"""Diaspora"" bestellen:
►  https://CeloAbdi.lnk.to/Diaspora

Celo & Abdi Discography auf Spotify:
► http://spoti.fi/2ySYvg2

Abonniert den Kanal:
https://www.youtube.com/celoabdiTV

""Bonchance"" bestellen:
► http://amzn.to/1Agxhfq

""Akupunktur"" bestellen:
► http://amzn.to/1mClgVP

""Hinterhofjargon"" bestellen:
► https://amzn.to/HOC8pF

Celo & Abdi :
Facebook: http://facebook.com/celo.abdi
Instagram: http://instagram.com/celoetabdi
Twitter: http://twitter.com/celoundabdi
Snapchat: celo-abdi

Azzlackz:
https://www.facebook.com/AzzlackzOffiziell
https://www.facebook.com/AbdiOffiziell
https://www.facebook.com/CapoOffiziell
https://www.facebook.com/Celo385i
https://www.facebook.com/HaftbefehlOffiziell
https://www.facebook.de/HanybalMusic

Anfragen an: info@unikatmgmt.com
https://www.facebook.com/UNIKATMGMT

AZZLACKZ © ®
This Video is copyrighted by Azzlackz",Entertainment,9
My Wild Irish Rose - Full Barbershop song + tag tutorial,UCRbIKMyRCDT-J47uJ26ehqw,2022-08-12 15:00:12.000,"My Wild Irish Rose is one the most enduring of close harmony songs. It's sure to be sung wherever barbershop harmonizers gather to sing a few of the old classics. My Wild Irish Rose was one of the many popular songs composed and sung by Chauncey Olcott, who was not only a famous songwriter, but also a Broadway actor and singer of the 1900s and 1910s. The chorus of My Wild Irish Rose is part of the classic Barbershop Polecat songbook that most (if not all) barbershop singers know and love. This particular arrangement is part of the Heritage of Harmony songbook, and features a few variations from the Polecat version, but is mostly similar. The tag (ending) of My Wild Irish Rose is in the pure barbershop tradition. Enjoy, and please sing along!
► LEARNING TRACKS: http://www.julienneel.com
► SUPPORT MY ART: http://patreon.com/trudbol
► DOWNLOAD MP3s: http://trudbol.bandcamp.com
► FACEBOOK: http://facebook.com/trudbolmusic

--- CREDITS
► Music & lyrics by Chauncey Olcott (1899)
► Arranged by SPEQSQSA
► Performed, recorded & edited by Julien Neel

--- LYRICS
You may sing of your roses which, by other names,
Would smell just as sweetly, they say,
But I know that my Rose would never consent
To have that name taken away.
Her glances are shy when e'er I pass by
The bower, where my true love grows;
And my one wish has been that some day I may win
The heart of my wild Irish Rose
My wild Irish Rose,
The sweetest flow'r that grows,
You may search ev'rywhere,
But none can compare with my wild Irish Rose
My wild Irish Rose,
The dearest flow'r that grows,
And some day for my sake,
She may let me take
The bloom from my wild Irish Rose

#barbershop #irishrose #wildirishrose",Entertainment,1
